customer_id,region,membership_level,customer_sustainability_priority,joined_year
CUST_0293,North America,,1,2024
CUST_0294,Europe,Standard,5,2024
CUST_0295,Europe,Gold,1,2022
CUST_0296,Latin America,Gold,3,2021
CUST_0297,North America,Gold,5,2022
CUST_0298,Asia-Pacific,Silver,1,2024
CUST_0299,Latin America,Standard,1,2021
CUST_0300,Middle East,Standard,2,2021
CUST_0301,Latin America,Silver,5,2022
CUST_0302,Middle East,Standard,4,2022
CUST_0303,Middle East,Standard,3,2022
CUST_0304,Europe,Silver,2,2022
CUST_0305,Latin America,Platinum,2,2021
CUST_0306,Asia-Pacific,Silver,4,2022
CUST_0307,Middle East,Standard,3,2021
CUST_0308,Asia-Pacific,Silver,1,2022
CUST_0309,North America,,2,2024
CUST_0310,Europe,Standard,2,2021
CUST_0311,North America,Silver,1,2022
CUST_0312,Middle East,Standard,5,2022
CUST_0313,Middle East,Gold,3,2023
CUST_0314,Middle East,Platinum,2,2024
CUST_0315,Latin America,Standard,4,2024
CUST_0316,Europe,Silver,5,2021
CUST_0317,North America,Silver,4,2021
CUST_0318,Latin America,Standard,4,2024
CUST_0319,Europe,Standard,5,2023
CUST_0320,Middle East,Standard,3,2022
CUST_0321,Europe,Gold,3,2024
CUST_0322,North America,Gold,1,2023
CUST_0323,Middle East,Standard,2,2023
CUST_0324,North America,Standard,5,2023
CUST_0325,Asia-Pacific,Platinum,3,2024
CUST_0326,North America,Silver,2,2022
CUST_0327,Asia-Pacific,Gold,5,2023
CUST_0328,Latin America,Silver,3,2024
CUST_0329,Europe,Gold,1,2023
CUST_0330,Europe,Silver,2,2022
CUST_0331,Middle East,Silver,1,2024
CUST_0332,North America,Gold,3,2022
CUST_0333,Asia-Pacific,Standard,3,2022
CUST_0334,Asia-Pacific,Standard,3,2021
CUST_0335,Latin America,Silver,3,2023
CUST_0336,Latin America,Standard,3,2024
CUST_0337,North America,Silver,1,2022
CUST_0338,Asia-Pacific,Silver,1,2022
CUST_0339,Middle East,Platinum,3,2023
CUST_0340,Asia-Pacific,Standard,3,2022
CUST_0341,Asia-Pacific,Silver,5,2024
CUST_0342,Middle East,Gold,2,2022
CUST_0343,North America,Silver,3,2023
CUST_0344,Latin America,Standard,1,2022
CUST_0345,Asia-Pacific,Silver,1,2024
CUST_0346,Asia-Pacific,Standard,5,2024
CUST_0347,Asia-Pacific,Silver,3,2023
CUST_0348,North America,Standard,3,2024
CUST_0349,North America,Silver,5,2024
CUST_0350,Europe,Standard,5,2023
CUST_0351,Europe,Standard,1,2022
CUST_0352,Asia-Pacific,Silver,2,2022
CUST_0353,North America,Standard,5,2022
CUST_0354,Latin America,Silver,2,2023
CUST_0355,Europe,Standard,4,2023
CUST_0356,Asia-Pacific,Standard,1,2022
CUST_0357,North America,Standard,5,2023
CUST_0358,Latin America,Gold,4,2022
CUST_0359,Middle East,Platinum,4,2021
CUST_0360,Middle East,Standard,3,2024
CUST_0361,Latin America,Silver,1,2022
CUST_0362,Asia-Pacific,Gold,1,2024
CUST_0363,North America,Standard,5,2021
CUST_0364,Latin America,Standard,1,2022
CUST_0365,Middle East,Standard,5,2023
CUST_0366,Europe,Gold,1,2024
CUST_0367,Asia-Pacific,Standard,4,2023
CUST_0368,Asia-Pacific,Standard,1,2022
CUST_0369,Europe,Silver,4,2023
CUST_0370,Middle East,Standard,1,2022
CUST_0371,Latin America,Standard,2,2022
CUST_0372,Europe,Standard,1,2022
CUST_0373,Asia-Pacific,Standard,1,2022
CUST_0374,Latin America,Standard,2,2023
CUST_0375,Latin America,Standard,3,2021
CUST_0376,North America,Silver,3,2023
CUST_0377,North America,Standard,2,2024
CUST_0378,Middle East,Standard,5,2022
CUST_0379,Asia-Pacific,Silver,1,2024
CUST_0380,Middle East,Silver,1,2023
CUST_0381,Latin America,Standard,1,2023
CUST_0382,Europe,Gold,2,2023
CUST_0383,Latin America,Silver,1,2023
CUST_0384,Europe,Standard,2,2022
CUST_0385,Asia-Pacific,Standard,4,2024
CUST_0386,Middle East,Silver,1,2024
CUST_0387,Latin America,Silver,5,2021
CUST_0388,Latin America,Silver,5,2024
CUST_0389,Asia-Pacific,Standard,4,2023
CUST_0390,Asia-Pacific,Standard,1,2021
CUST_0391,North America,Standard,4,2024
CUST_0392,Asia-Pacific,Standard,5,2024
CUST_0393,Middle East,Silver,2,2023
CUST_0394,Latin America,Silver,4,2023
CUST_0395,Europe,Standard,3,2023
CUST_0396,North America,Gold,3,2022
CUST_0397,Latin America,Silver,5,2024
CUST_0398,Middle East,Silver,3,2024
CUST_0399,Middle East,Standard,5,2024
CUST_0400,Latin America,Standard,5,2023
CUST_0401,Middle East,Standard,3,2023
CUST_0402,Latin America,Standard,3,2021
CUST_0403,Middle East,Silver,4,2021
CUST_0404,Middle East,Silver,4,2022
CUST_0405,Latin America,Silver,5,2024
CUST_0406,Middle East,Silver,5,2023
CUST_0407,North America,Standard,2,2024
CUST_0408,Latin America,,5,2022
CUST_0409,Asia-Pacific,Silver,5,2022
CUST_0410,North America,Standard,1,2024
CUST_0411,Asia-Pacific,Silver,5,2024
CUST_0412,Middle East,Standard,1,2022
CUST_0413,Europe,Silver,1,2021
CUST_0414,Latin America,Standard,2,2021
CUST_0415,North America,Standard,1,2023
CUST_0416,Europe,Standard,3,2023
CUST_0417,North America,Silver,2,2023
CUST_0418,Latin America,Standard,1,2024
CUST_0419,North America,Standard,3,2022
CUST_0420,Middle East,Standard,3,2023
CUST_0421,Middle East,Gold,4,2022
CUST_0422,North America,Standard,4,2023
CUST_0423,Middle East,Standard,2,2024
CUST_0424,Asia-Pacific,Standard,2,2024
CUST_0425,North America,Gold,2,2023
CUST_0426,Latin America,Standard,1,2024
CUST_0427,Europe,Silver,5,2024
CUST_0428,Europe,Standard,2,2023
CUST_0429,Latin America,Silver,3,2024
CUST_0430,Latin America,Platinum,1,2021
CUST_0431,Asia-Pacific,Gold,2,2021
CUST_0432,Middle East,Silver,2,2024
CUST_0433,North America,Silver,5,2021
CUST_0434,Europe,Standard,5,2021
CUST_0435,Asia-Pacific,,4,2022
CUST_0436,Europe,Standard,3,2022
CUST_0437,Asia-Pacific,Gold,2,2021
CUST_0438,North America,Standard,2,2021
CUST_0439,Middle East,Standard,2,2023
CUST_0440,Europe,Gold,5,2024
CUST_0441,Latin America,Silver,1,2022
CUST_0442,Latin America,Silver,4,2022
CUST_0443,Asia-Pacific,Standard,4,2021
CUST_0444,Latin America,Standard,4,2024
CUST_0445,Latin America,Standard,5,2021
CUST_0446,Latin America,Standard,5,2024
CUST_0447,Asia-Pacific,Standard,5,2021
CUST_0448,Latin America,Gold,1,2021
CUST_0449,Europe,Silver,2,2021
CUST_0450,North America,Standard,3,2021
CUST_0451,Middle East,,4,2021
CUST_0452,Middle East,Standard,1,2023
CUST_0453,Asia-Pacific,Silver,1,2021
CUST_0454,Asia-Pacific,Standard,5,2021
CUST_0455,Asia-Pacific,Silver,2,2023
CUST_0456,Middle East,Silver,4,2022
CUST_0457,Asia-Pacific,Standard,1,2023
CUST_0458,Middle East,Silver,5,2024
CUST_0459,Middle East,Standard,5,2024
CUST_0460,North America,Silver,4,2023
CUST_0461,Middle East,Standard,4,2023
CUST_0462,Europe,Silver,5,2024
CUST_0463,Latin America,Standard,5,2021
CUST_0464,Latin America,Silver,2,2023
CUST_0465,Middle East,Silver,2,2022
CUST_0466,Europe,Standard,5,2021
CUST_0467,Asia-Pacific,Standard,1,2022
CUST_0468,Asia-Pacific,Standard,3,2021
CUST_0469,Latin America,Standard,2,2021
CUST_0470,Middle East,Standard,2,2024
CUST_0471,North America,Platinum,3,2024
CUST_0472,North America,Standard,1,2023
CUST_0473,Europe,Gold,4,2023
CUST_0474,Middle East,Silver,5,2021
CUST_0475,Europe,Standard,5,2022
CUST_0476,Latin America,Standard,5,2023
CUST_0477,North America,Gold,2,2021
CUST_0478,North America,Silver,2,2022
CUST_0479,Europe,Standard,2,2023
CUST_0480,Latin America,Standard,3,2023
CUST_0481,Middle East,Standard,4,2023
CUST_0482,North America,Gold,1,2021
CUST_0483,Middle East,Silver,2,2021
CUST_0484,North America,Standard,3,2022
CUST_0485,North America,Standard,3,2021
CUST_0486,Latin America,Standard,4,2023
CUST_0487,Middle East,,3,2024
CUST_0488,Middle East,Standard,2,2024
CUST_0489,Asia-Pacific,Standard,5,2024
CUST_0490,Europe,Standard,2,2021
CUST_0491,North America,Silver,1,2024
CUST_0492,Asia-Pacific,Silver,5,2022
CUST_0493,Middle East,Standard,1,2023
CUST_0494,Europe,Standard,1,2021
CUST_0495,Latin America,,2,2021
CUST_0496,Middle East,Standard,1,2021
CUST_0497,Latin America,Standard,4,2021
CUST_0498,North America,Standard,3,2023
CUST_0499,Latin America,Silver,3,2024
CUST_0500,North America,Standard,2,2021
CUST_0501,Europe,Standard,5,2021
CUST_0502,Europe,Silver,5,2023
CUST_0503,Asia-Pacific,Standard,2,2024
CUST_0504,Europe,Silver,2,2022
CUST_0505,Middle East,Standard,3,2021
CUST_0506,Europe,Silver,3,2022
CUST_0507,Latin America,Silver,3,2023
CUST_0508,North America,Standard,3,2024
CUST_0509,Europe,Silver,3,2024
CUST_0510,Europe,Gold,3,2021
CUST_0511,North America,Gold,5,2021
CUST_0512,Middle East,Standard,3,2023
CUST_0513,Latin America,Silver,5,2022
CUST_0514,Latin America,Gold,2,2022
CUST_0515,Europe,Standard,3,2021
CUST_0516,Europe,Platinum,4,2021
CUST_0517,Europe,Gold,2,2022
CUST_0518,Asia-Pacific,Standard,5,2022
CUST_0519,Europe,Silver,3,2024
CUST_0520,Latin America,Silver,4,2023
CUST_0521,Latin America,Standard,2,2022
CUST_0522,Europe,Platinum,2,2021
CUST_0523,North America,Standard,2,2022
CUST_0524,Middle East,Standard,4,2021
CUST_0525,Latin America,Platinum,3,2023
CUST_0526,Middle East,Standard,2,2022
CUST_0527,Europe,Standard,1,2024
CUST_0528,Europe,Gold,5,2022
CUST_0529,Europe,Platinum,1,2022
CUST_0530,North America,Standard,4,2024
CUST_0531,Europe,Standard,3,2023
CUST_0532,Asia-Pacific,Standard,1,2024
CUST_0533,Latin America,Silver,3,2023
CUST_0534,Europe,Silver,4,2024
CUST_0535,Europe,Silver,5,2022
CUST_0536,Middle East,Platinum,4,2022
CUST_0537,Middle East,Standard,3,2023
CUST_0538,Latin America,Gold,2,2024
CUST_0539,Europe,Standard,3,2024
CUST_0540,Asia-Pacific,Standard,1,2021
CUST_0541,Latin America,Standard,2,2024
CUST_0542,Europe,Standard,3,2022
CUST_0543,Latin America,Standard,2,2024
CUST_0544,Latin America,Silver,2,2021
CUST_0545,North America,Standard,2,2023
CUST_0546,Asia-Pacific,Standard,1,2021
CUST_0547,Asia-Pacific,Silver,5,2024
CUST_0548,Asia-Pacific,Silver,4,2022
CUST_0549,Asia-Pacific,Standard,1,2022
CUST_0550,North America,Standard,2,2022
CUST_0551,Latin America,Silver,5,2024
CUST_0552,Europe,Standard,5,2021
CUST_0553,North America,Silver,5,2024
CUST_0554,Asia-Pacific,Standard,1,2024
CUST_0555,North America,Silver,1,2023
CUST_0556,Europe,Silver,2,2021
CUST_0557,Asia-Pacific,Silver,4,2023
CUST_0558,Europe,Standard,4,2024
CUST_0559,Asia-Pacific,Silver,4,2024
CUST_0560,Europe,Silver,2,2021
CUST_0561,Europe,Silver,5,2024
CUST_0562,Latin America,Standard,1,2022
CUST_0563,North America,Silver,2,2024
CUST_0564,Europe,Standard,5,2023
CUST_0565,Latin America,,2,2024
CUST_0566,Middle East,Silver,5,2022
CUST_0567,Europe,,4,2022
CUST_0568,Asia-Pacific,Gold,5,2022
CUST_0569,Europe,Standard,1,2021
CUST_0570,Europe,Standard,1,2021
CUST_0571,North America,Standard,3,2021
CUST_0572,Asia-Pacific,Standard,3,2024
CUST_0573,Europe,Standard,2,2022
CUST_0574,Middle East,Standard,5,2021
CUST_0575,Europe,Gold,3,2023
CUST_0576,Asia-Pacific,Standard,4,2022
CUST_0577,Asia-Pacific,Standard,3,2023
CUST_0578,Europe,Gold,4,2023
CUST_0579,Asia-Pacific,Silver,4,2024
CUST_0580,Europe,Gold,4,2022
CUST_0581,Middle East,Silver,5,2024
CUST_0582,Asia-Pacific,Silver,4,2023
CUST_0583,Middle East,Standard,5,2021
CUST_0584,North America,Standard,5,2022
CUST_0585,Europe,Standard,1,2022
CUST_0586,Middle East,Silver,2,2021
CUST_0587,Asia-Pacific,Standard,1,2023
CUST_0588,Latin America,Standard,4,2022
CUST_0589,Europe,Silver,3,2021
CUST_0590,Latin America,Silver,1,2022
CUST_0591,Asia-Pacific,,3,2022
CUST_0592,Europe,Gold,2,2022
CUST_0593,Latin America,,5,2024
CUST_0594,Middle East,Standard,1,2024
CUST_0595,Latin America,Standard,3,2022
CUST_0596,Latin America,Silver,2,2021
CUST_0597,Middle East,Standard,5,2024
CUST_0598,Asia-Pacific,Standard,2,2022
CUST_0599,Latin America,Silver,4,2022
CUST_0600,Middle East,Silver,3,2021
CUST_0601,Asia-Pacific,Standard,3,2024
CUST_0602,Asia-Pacific,Standard,5,2021
CUST_0603,Middle East,Silver,5,2022
CUST_0604,Europe,Gold,3,2024
CUST_0605,Europe,Platinum,4,2021
CUST_0606,Middle East,Standard,1,2022
CUST_0607,Asia-Pacific,Standard,4,2024
CUST_0608,Middle East,Standard,4,2022
CUST_0609,Middle East,Silver,4,2022
CUST_0610,Europe,Standard,5,2024
CUST_0611,Asia-Pacific,Silver,3,2021
CUST_0612,Asia-Pacific,Gold,2,2022
CUST_0613,North America,Silver,2,2021
CUST_0614,Middle East,Standard,2,2023
CUST_0615,Middle East,Silver,1,2022
CUST_0616,Latin America,Standard,1,2021
CUST_0617,Middle East,Standard,1,2024
CUST_0618,North America,Gold,5,2022
CUST_0619,Europe,Gold,1,2023
CUST_0620,Middle East,Standard,3,2022
CUST_0621,Latin America,Silver,3,2023
CUST_0622,Latin America,Standard,5,2021
CUST_0623,Europe,Silver,2,2021
CUST_0624,Latin America,Standard,4,2024
CUST_0625,Latin America,Standard,1,2024
CUST_0626,Europe,Silver,5,2023
CUST_0627,North America,Standard,1,2022
CUST_0628,Europe,Standard,1,2022
CUST_0629,Middle East,Standard,5,2021
CUST_0630,Middle East,Gold,4,2021
CUST_0631,Latin America,Standard,5,2024
CUST_0632,Middle East,Standard,1,2021
CUST_0633,Asia-Pacific,Silver,4,2024
CUST_0634,Asia-Pacific,Standard,3,2024
CUST_0635,Middle East,Gold,3,2022
CUST_0636,Asia-Pacific,Standard,5,2022
CUST_0637,Europe,Gold,5,2023
CUST_0638,Latin America,Silver,3,2023
CUST_0639,Asia-Pacific,Silver,1,2023
CUST_0640,Asia-Pacific,Silver,2,2024
CUST_0641,Latin America,Silver,5,2021
CUST_0642,Latin America,Standard,1,2021
CUST_0643,North America,Standard,4,2021
CUST_0644,Latin America,Silver,5,2022
CUST_0645,North America,Standard,5,2024
CUST_0646,Latin America,Silver,2,2021
CUST_0647,Europe,Standard,4,2022
CUST_0648,Latin America,Silver,1,2023
CUST_0649,Europe,Gold,3,2021
CUST_0650,North America,Standard,5,2021
CUST_0651,Middle East,Standard,3,2024
CUST_0652,Middle East,Standard,5,2021
CUST_0653,Europe,Silver,1,2021
CUST_0654,Asia-Pacific,Gold,1,2022
CUST_0655,Asia-Pacific,Standard,2,2023
CUST_0656,Europe,Standard,4,2022
CUST_0657,Asia-Pacific,Silver,3,2021
CUST_0658,Middle East,,2,2022
